"Item"      ,"Indicators" ,"Status"       ,"Description"                         ,"Part Status" ,"Order Qty" ,"Shortage Date" ,"Multi-sourced" ,"Part Type Code" ,"Manufacturing LT" ,"Product Family" ,"Material Type" ,"Replenishement LT" ,"LT offset" ,"Max Order Qty" ,"Min Order Qty" ,"Multiple order qty" ,"Container Qty" ,"Phase-in"   ,"Phase-out"  ,"UOM" ,"Report Field 1"     ,"Report Field 2" ,"Report Field 3" ,"Report Field 4" ,"Report Field 5" ,"Report Field 6" ,"Report Field 7" ,"Report Field 8" ,"Report Field 9" ,"Report Field 10" ,"Planner Code" ,"Supplier Code" ,"Order Value" ,"Original Order Qty" ,"On-hand Qty" ,"Excess Qty" ,"Shortage Quantity" ,"Special Demand" ,"Planned Receipt" ,"Material" ,"Capacity" ,"Flagged" ,"RTO Priority" ,"Rule"   ,"Resource ID"        ,"Work Center Code" ,"WC Supplier Code" ,"Ordering Group"                      ,"Production Version" ,"Supply type"  ,"Location" ,"Reference"                ,"Settings"
"550027045" ,""           ,"YELLOWVOLUME" ,"Gadus S2 V220 0_1*180kg_A227"        ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8448002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"25929"       ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802222567"     ,"LOC~I337~ITEM~550027045~SUP~I480~REF~SHELLLUBES2802222567"
"550027045" ,""           ,"REDVOLUME"    ,"Gadus S2 V220 0_1*180kg_A227"        ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8448002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"285"          ,"I480"          ,"51858"       ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I324"     ,"SHELLLUBES2802222566"     ,"LOC~I324~ITEM~550027045~SUP~I480~REF~SHELLLUBES2802222566"
"550027045" ,""           ,"REDVOLUME"    ,"Gadus S2 V220 0_1*180kg_A227"        ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"8"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8448002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"285"          ,"I480"          ,"25929"       ,"4"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-15"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802222569"     ,"LOC~I349~ITEM~550027045~SUP~I480~REF~SHELLLUBES2802222569"
"550027045" ,""           ,"REDVOLUME"    ,"Gadus S2 V220 0_1*180kg_A227"        ,"02"          ,"3"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8448002VH7A227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"77787"       ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222570"     ,"LOC~I389~ITEM~550027045~SUP~I480~REF~SHELLLUBES2802222570"
"550027111" ,""           ,"BLUEVOLUME"   ,"Tellus S4 ME 32_1*209L_A1P5"         ,"02"          ,"1"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"0"             ,"20"            ,"4"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7766002VSHA1P5" ,"1.1888484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"ERA"            ,""                ,"185"          ,"F254"          ,"499.85"      ,"0"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"F477"     ,"SHELLLUBES28022215303"    ,"LOC~F477~ITEM~550027111~SUP~F254~REF~SHELLLUBES28022215303"
"550027170" ,""           ,"REDVOLUME"    ,"Omala S4 WE 320_1*209L_A1P5"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7858002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"204444.98"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802222640"     ,"LOC~I335~ITEM~550027170~SUP~I480~REF~SHELLLUBES2802222640"
"550027170" ,""           ,"REDVOLUME"    ,"Omala S4 WE 320_1*209L_A1P5"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7858002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"204444.98"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I351"     ,"SHELLLUBES2802222644"     ,"LOC~I351~ITEM~550027170~SUP~I480~REF~SHELLLUBES2802222644"
"550027170" ,""           ,"REDVOLUME"    ,"Omala S4 WE 320_1*209L_A1P5"         ,"02"          ,"3"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7858002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"204444.98"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222645"     ,"LOC~I389~ITEM~550027170~SUP~I480~REF~SHELLLUBES2802222645"
"550027185" ,""           ,"REDVOLUME"    ,"Omala S4 WE 220_1*209L_A1P5"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7857002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"213050.53"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802222672"     ,"LOC~I337~ITEM~550027185~SUP~I480~REF~SHELLLUBES2802222672"
"550027185" ,""           ,"YELLOWVOLUME" ,"Omala S4 WE 220_1*209L_A1P5"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7857002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"213050.53"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802222671"     ,"LOC~I335~ITEM~550027185~SUP~I480~REF~SHELLLUBES2802222671"
"550027185" ,""           ,"REDVOLUME"    ,"Omala S4 WE 220_1*209L_A1P5"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7857002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"142033.69"   ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802222673"     ,"LOC~I340~ITEM~550027185~SUP~I480~REF~SHELLLUBES2802222673"
"550027185" ,""           ,"REDVOLUME"    ,"Omala S4 WE 220_1*209L_A1P5"         ,"02"          ,"3"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7857002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"213050.53"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222676"     ,"LOC~I389~ITEM~550027185~SUP~I480~REF~SHELLLUBES2802222676"
"550027189" ,""           ,"RTO"          ,"Omala S4 WE 460_1*209L_A1P5"         ,"02"          ,"1"         ,"2022-03-22"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7859002VSHA1P5" ,"0.0133747"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"74774.19"    ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-04-29"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802222698"     ,"LOC~I349~ITEM~550027189~SUP~I480~REF~SHELLLUBES2802222698"
"550027189" ,""           ,"RTO"          ,"Omala S4 WE 460_1*209L_A1P5"         ,"02"          ,"1"         ,"2022-02-28"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7859002VSHA1P5" ,"0.0133747"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"74774.19"    ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-04-27"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222699"     ,"LOC~I389~ITEM~550027189~SUP~I480~REF~SHELLLUBES2802222699"
"550027559" ,""           ,"RTO"          ,"Tactic EMV S3V220C 2_10*0.25L_A296"  ,"03"          ,"2"         ,"2022-02-28"    ,"false"         ,"PWD"            ,""                 ,"YPAC"           ,"F"             ,"1"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001D8557002WTWA296" ,"0.7952130"      ,"Z1"             ,"X"              ,"1"              ,""               ,""               ,"ZD"             ,"NA"             ,""                ,"998"          ,"68072327"      ,"894.72"      ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-03-28"      ,"NA"       ,"Yes"      ,"true"    ,"5"            ,"RTO"    ,"E423_ABCO_4L"       ,"C311 WHSE"        ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"C311"     ,"SHELLLUBES2802222807"     ,"LOC~C311~ITEM~550027559~SUP~68072327~REF~SHELLLUBES2802222807"
"550028424" ,""           ,"RTO"          ,"Gadus S3 Wirerope T_1*18kg_A246"     ,"02"          ,"2"         ,"2022-02-28"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"32"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8500002VMEA246" ,"0.0129446"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"ERA"            ,""                ,"285"          ,"R037"          ,"11296.81"    ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-04-01"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"RTO"    ,"FIN_GOODS_STORAGE"  ,"FINISHED_STORAGE" ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"R175"     ,"SHELLLUBES2802223334"     ,"LOC~R175~ITEM~550028424~SUP~R037~REF~SHELLLUBES2802223334"
"550028540" ,""           ,"REDVOLUME"    ,"Omala S4 GX 150_1*209L_A227"         ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"4"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7850002VSHA227" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"136024"      ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802223374"     ,"LOC~I411~ITEM~550028540~SUP~I480~REF~SHELLLUBES2802223374"
"550028471" ,""           ,"RTO"          ,"Corena S4 R 32_1*209L_A1P5"          ,"02"          ,"1"         ,"2022-02-28"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7785002VSHA1P5" ,"0.0133747"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I328"          ,"56344.76"    ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-04-21"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I480"     ,"SHELLLUBES2802223361"     ,"LOC~I480~ITEM~550028471~SUP~I328~REF~SHELLLUBES2802223361"
"550030518" ,""           ,"RTO"          ,"HelixUltra5W40_4*4L_A323"            ,"02"          ,"2"         ,"2022-03-02"    ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"36"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001A9013002W2LA323" ,"0.0065484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"P221"          ,"11759.95"    ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-03-21"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"P331"     ,"SHELLLUBES2802223426"     ,"LOC~P331~ITEM~550030518~SUP~P221~REF~SHELLLUBES2802223426"
"550031163" ,""           ,"YELLOWVOLUME" ,"Tonna S2 M 68_1*209L_A1W8"           ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7771002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I480"          ,"18959.29"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802223466"     ,"LOC~I411~ITEM~550031163~SUP~I480~REF~SHELLLUBES2802223466"
"550031168" ,""           ,"REDVOLUME"    ,"RimR1multi20W40CF4_1*209L_A1W8"      ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D3182002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"53711.82"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802223476"     ,"LOC~I411~ITEM~550031168~SUP~I480~REF~SHELLLUBES2802223476"
"550031176" ,""           ,"REDVOLUME"    ,"HelixDie HX5AZ 15W40_1*209L_A453"    ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D9797002VSHA453" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I317"          ,"38483.04"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802223498"     ,"LOC~I477~ITEM~550031176~SUP~I317~REF~SHELLLUBES2802223498"
"550031180" ,""           ,"YELLOWVOLUME" ,"Spirax S2 G 90_1*209L_A1W8"          ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8262002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I480"          ,"18078.94"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802223514"     ,"LOC~I477~ITEM~550031180~SUP~I480~REF~SHELLLUBES2802223514"
"550027907" ,""           ,"REDVOLUME"    ,"Spirax S6 AXME 75W90_1*209L_A1P5"    ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"1000000000"    ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8290002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"119605.3"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-08"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802222970"     ,"LOC~I349~ITEM~550027907~SUP~I480~REF~SHELLLUBES2802222970"
"550027907" ,""           ,"REDVOLUME"    ,"Spirax S6 AXME 75W90_1*209L_A1P5"    ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"1"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8290002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"119605.3"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802222971"     ,"LOC~I389~ITEM~550027907~SUP~I480~REF~SHELLLUBES2802222971"
"550031187" ,""           ,"REDVOLUME"    ,"Maruti Genuine Oil_1*209L_A231"      ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001B0112002VIDA231" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"36593.6"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802223530"     ,"LOC~I411~ITEM~550031187~SUP~I480~REF~SHELLLUBES2802223530"
"550031240" ,""           ,"YELLOWVOLUME" ,"Spirax S2 G 80W-90_1*209L_A1W8"      ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8261002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I480"          ,"18294.97"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802223568"     ,"LOC~I411~ITEM~550031240~SUP~I480~REF~SHELLLUBES2802223568"
"550031253" ,""           ,"REDVOLUME"    ,"Morlina S2 B 150_1*209L_A1W8"        ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7810002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"38293.46"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802223635"     ,"LOC~I411~ITEM~550031253~SUP~I480~REF~SHELLLUBES2802223635"
"550031260" ,""           ,"REDVOLUME"    ,"HelixHX7 10W-40_12*1L_A1W8"          ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"10"                ,"0"         ,"0"             ,"2"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001C9539002W22A1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"3793.36"     ,"6"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-15"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I486"     ,"SHELLLUBES2802223676"     ,"LOC~I486~ITEM~550031260~SUP~I480~REF~SHELLLUBES2802223676"
"550031267" ,""           ,"RTO"          ,"Gadus S1 V220 2_1*180kg_A1W8"        ,"02"          ,"1"         ,"2022-03-07"    ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"10"                ,"0"         ,"4"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8522002VH7A1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZA"             ,"APME"           ,""                ,"285"          ,"I480"          ,"26659.8"     ,"9"                  ,""            ,"0"          ,"-9"                ,"true"           ,"2022-03-15"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I486"     ,"SHELLLUBES2802223689"     ,"LOC~I486~ITEM~550031267~SUP~I480~REF~SHELLLUBES2802223689"
