"Item"      ,"Indicators" ,"Status"       ,"Description"                         ,"Part Status" ,"Order Qty" ,"Shortage Date" ,"Multi-sourced" ,"Part Type Code" ,"Manufacturing LT" ,"Product Family" ,"Material Type" ,"Replenishement LT" ,"LT offset" ,"Max Order Qty" ,"Min Order Qty" ,"Multiple order qty" ,"Container Qty" ,"Phase-in"   ,"Phase-out"  ,"UOM" ,"Report Field 1"     ,"Report Field 2" ,"Report Field 3" ,"Report Field 4" ,"Report Field 5" ,"Report Field 6" ,"Report Field 7" ,"Report Field 8" ,"Report Field 9" ,"Report Field 10" ,"Planner Code" ,"Supplier Code" ,"Order Value" ,"Original Order Qty" ,"On-hand Qty" ,"Excess Qty" ,"Shortage Quantity" ,"Special Demand" ,"Planned Receipt" ,"Material" ,"Capacity" ,"Flagged" ,"RTO Priority" ,"Rule"   ,"Resource ID"        ,"Work Center Code" ,"WC Supplier Code" ,"Ordering Group"                      ,"Production Version" ,"Supply type"  ,"Location" ,"Reference"                ,"Settings"
"550043690" ,""           ,"REDVOLUME"    ,"Flushing Oil 32_24*0.5L_A240"        ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"25"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001B0421002WM6A240" ,"0.0205822"      ,"X3"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"P083"          ,"2317.85"     ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-04-04"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"P082"     ,"SHELLLUBES2802226201"     ,"LOC~P082~ITEM~550043690~SUP~P083~REF~SHELLLUBES2802226201"
"550033489" ,""           ,"YELLOWVOLUME" ,"Morlina S2 B 220_1*209L_A0F7"        ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"14"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7811002VSHA0F7" ,"0.1525311"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZL"             ,"CNHK"           ,""                ,"185"          ,"C606"          ,"2938.65"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-17"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"C604"     ,"SHELLLUBES2802224371"     ,"LOC~C604~ITEM~550033489~SUP~C606~REF~SHELLLUBES2802224371"
"550043762" ,""           ,"RTO"          ,"ASF41(EU)_1*5ugl_A657"               ,"02"          ,"2"         ,"2022-02-28"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"32"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F7541002XJPA657" ,"0.0129446"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"ERA"            ,""                ,"185"          ,"R037"          ,"7968.16"     ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-04-01"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"RTO"    ,"FIN_GOODS_STORAGE"  ,"FINISHED_STORAGE" ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"R175"     ,"SHELLLUBES2802226230"     ,"LOC~R175~ITEM~550043762~SUP~R037~REF~SHELLLUBES2802226230"
"550043776" ,""           ,"RTO"          ,"ASF2XN_1*5ugl_A1P5"                  ,"02"          ,"1"         ,"2022-03-01"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"22"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"32"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001A0046002XJPA1P5" ,"0.1226388"      ,"Z1"             ,"X"              ,"7"              ,""               ,""               ,"EX"             ,"ERA"            ,""                ,"185"          ,"D236"          ,"2244.35"     ,"1"                  ,""            ,"0"          ,"-1"                ,"true"           ,"2022-03-30"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"RTO"    ,"HBWSTORAGE"         ,"HBWSTORAGE"       ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"T124"     ,"SHELLLUBES2802226239"     ,"LOC~T124~ITEM~550043776~SUP~D236~REF~SHELLLUBES2802226239"
"550044488" ,""           ,"RTO"          ,"RimR4X15W40CI4E7DH1_12*1L_A685"      ,"02"          ,"2"         ,"2022-03-24"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"20"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"48"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001E7746002WL0A685" ,"0.2415255"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"M367"          ,"143.92"      ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-03-17"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"M769"     ,"SHELLLUBES2802226428"     ,"LOC~M769~ITEM~550044488~SUP~M367~REF~SHELLLUBES2802226428"
"550034162" ,""           ,"REDVOLUME"    ,"Tellus S3 M 68_1*209L_A1W8"          ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7760002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"34016.27"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802224519"     ,"LOC~I335~ITEM~550034162~SUP~I480~REF~SHELLLUBES2802224519"
"550034162" ,""           ,"YELLOWVOLUME" ,"Tellus S3 M 68_1*209L_A1W8"          ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7760002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I317"          ,"17008.14"    ,"4"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I351"     ,"SHELLLUBES2802224521"     ,"LOC~I351~ITEM~550034162~SUP~I317~REF~SHELLLUBES2802224521"
"550034162" ,""           ,"YELLOWVOLUME" ,"Tellus S3 M 68_1*209L_A1W8"          ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D7760002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"17008.14"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802224520"     ,"LOC~I340~ITEM~550034162~SUP~I480~REF~SHELLLUBES2802224520"
"550034440" ,""           ,"REDVOLUME"    ,"Rhodina BBZ_1*18kg_A1P5"             ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"36"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001B0909002XECA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"13239.04"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802224540"     ,"LOC~I389~ITEM~550034440~SUP~I480~REF~SHELLLUBES2802224540"
"550034491" ,""           ,"REDVOLUME"    ,"RimulaT415W40CI4Plus_1*209L_A539"    ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E5978002VSHA539" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I480"          ,"38583.19"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-28"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802224542"     ,"LOC~I337~ITEM~550034491~SUP~I480~REF~SHELLLUBES2802224542"
"550035663" ,""           ,"REDVOLUME"    ,"Turbo T 46_1*1000L_A246"             ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"8"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001A9783002VJXA246" ,"1.3713762"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"ERA"            ,""                ,"185"          ,"D236"          ,"2184.54"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-10"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"G081"     ,"SHELLLUBES2802224631"     ,"LOC~G081~ITEM~550035663~SUP~D236~REF~SHELLLUBES2802224631"
"550044571" ,""           ,"YELLOWVOLUME" ,"Rim R3+ 30 CF228.0_1*209L_A227"      ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"25"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001C4572002VSHA227" ,"0.0205822"      ,"X3"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"P083"          ,"27778.96"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-04-04"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"P082"     ,"SHELLLUBES2802226479"     ,"LOC~P082~ITEM~550044571~SUP~P083~REF~SHELLLUBES2802226479"
"550044583" ,""           ,"YELLOWVOLUME" ,"Rimula R3 10W CF_1*20L_A227"         ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"25"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001C4570002VNAA227" ,"0.0205822"      ,"X3"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"P083"          ,"1211.21"     ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-04-04"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"P082"     ,"SHELLLUBES2802226501"     ,"LOC~P082~ITEM~550044583~SUP~P083~REF~SHELLLUBES2802226501"
"550044730" ,""           ,"REDVOLUME"    ,"RimR2 Extra15W40CF4_3*5L_A1W8"       ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001F7728002WTHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"2587.55"     ,"4"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802226560"     ,"LOC~I411~ITEM~550044730~SUP~I480~REF~SHELLLUBES2802226560"
"550035951" ,""           ,"REDVOLUME"    ,"Mysella S3 S 40_1*209L_A1W8"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E7180002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"47517.71"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802224645"     ,"LOC~I335~ITEM~550035951~SUP~I480~REF~SHELLLUBES2802224645"
"550036040" ,""           ,"REDVOLUME"    ,"Mysella S5 N 40_1*209L_A1W8"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E7185002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"46428.18"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802224668"     ,"LOC~I340~ITEM~550036040~SUP~I480~REF~SHELLLUBES2802224668"
"550036270" ,""           ,"REDVOLUME"    ,"GadusRail S3 AL 1.5_1*180kg WL_A1WJ" ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8447002WWPA1WJ" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"126252.71"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802224708"     ,"LOC~I335~ITEM~550036270~SUP~I480~REF~SHELLLUBES2802224708"
"550036521" ,""           ,"RTO"          ,"Gadus S2 OG 80_1*55kg_A1P5"          ,"02"          ,"1"         ,"2022-06-27"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"15"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"9"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8496002VKTA1P5" ,"0.1525311"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"CNHK"           ,""                ,"285"          ,"C604"          ,"1658.26"     ,"1"                  ,""            ,"50"         ,"-1"                ,"true"           ,"2022-03-18"      ,"NA"       ,"NA"       ,"true"    ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"C606"     ,"SHELLLUBES2802224731"     ,"LOC~C606~ITEM~550036521~SUP~C604~REF~SHELLLUBES2802224731"
"550036622" ,""           ,"REDVOLUME"    ,"Spirax S6 ATF A295_1*209L_A1P5"      ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8305002VSHA1P5" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"I480"          ,"149545.28"   ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802224762"     ,"LOC~I340~ITEM~550036622~SUP~I480~REF~SHELLLUBES2802224762"
"550036747" ,""           ,"REDVOLUME"    ,"RimR4X15W40CI4E7DH1_1*1000L_A246"    ,"02"          ,"1"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"8"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E7746002VJWA246" ,"1.3713762"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZL"             ,"ERA"            ,""                ,"185"          ,"D236"          ,"1192"        ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-10"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"G081"     ,"SHELLLUBES2802224790"     ,"LOC~G081~ITEM~550036747~SUP~D236~REF~SHELLLUBES2802224790"
"550036801" ,""           ,"REDVOLUME"    ,"Spirax S4 GH 75W-85_1*209L_A537"     ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E8552002VSHA537" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"74633.28"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802224808"     ,"LOC~I339~ITEM~550036801~SUP~I480~REF~SHELLLUBES2802224808"
"550045078" ,""           ,"YELLOWVOLUME" ,"Tellus S2 MX 32_1*209L_A227"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"25"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8438002VSHA227" ,"0.0205822"      ,"X3"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"P083"          ,"27556.36"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-04-04"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"P082"     ,"SHELLLUBES2802226761"     ,"LOC~P082~ITEM~550045078~SUP~P083~REF~SHELLLUBES2802226761"
"550037820" ,""           ,"YELLOWVOLUME" ,"Komatsu HO46-HM_1*209L_A409"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001B1577002VYWA409" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I317"          ,"32269.47"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I324"     ,"SHELLLUBES2802224892"     ,"LOC~I324~ITEM~550037820~SUP~I317~REF~SHELLLUBES2802224892"
"550039350" ,""           ,"YELLOWVOLUME" ,"Helix HX5 AZ 5W-30_4*3.5L_A453"      ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"35"            ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001D7016002XCUA453" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I353"          ,"2834.45"     ,"140"                ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I324"     ,"SHELLLUBES2802224977"     ,"LOC~I324~ITEM~550039350~SUP~I353~REF~SHELLLUBES2802224977"
"550039651" ,""           ,"REDVOLUME"    ,"Gadus S2 V220 00_1*18kg_A1W8"        ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"48"            ,"1"             ,"1"                  ,"36"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8449002XD7A1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"7541.1"      ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802225001"     ,"LOC~I339~ITEM~550039651~SUP~I480~REF~SHELLLUBES2802225001"
"550039690" ,""           ,"YELLOWVOLUME" ,"Gadus S2 V220 0_1*18kg_A1W8"         ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"48"            ,"1"             ,"1"                  ,"36"            ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001D8448002XD7A1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"285"          ,"I480"          ,"2601.18"     ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802225007"     ,"LOC~I335~ITEM~550039690~SUP~I480~REF~SHELLLUBES2802225007"
"550039823" ,""           ,"REDVOLUME"    ,"HelixHX5D15W40CH4_3*5L_A1W8"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001E9249002WPEA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"2897.72"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802225026"     ,"LOC~I340~ITEM~550039823~SUP~I480~REF~SHELLLUBES2802225026"
"550039865" ,""           ,"RTO"          ,"HelixUltraProAF5W30_1*209L_A1W8"     ,"02"          ,"1"         ,"2022-02-28"    ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E9387002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I480"          ,"22415.57"    ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-03-03"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802225040"     ,"LOC~I340~ITEM~550039865~SUP~I480~REF~SHELLLUBES2802225040"
"550039973" ,""           ,"YELLOWVOLUME" ,"Helix HX320W50SLCF_12*1L_A1W8"       ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"59"            ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001E7931002W1YA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I353"          ,"1163.24"     ,"59"                 ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802225060"     ,"LOC~I389~ITEM~550039973~SUP~I353~REF~SHELLLUBES2802225060"
"550039974" ,""           ,"REDVOLUME"    ,"HelixHX515W40SNA3B3_1*209L_A1W8"     ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001E7481002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"60669.5"     ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I351"     ,"SHELLLUBES2802225067"     ,"LOC~I351~ITEM~550039974~SUP~I480~REF~SHELLLUBES2802225067"
